stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,coef,se,caption,new_caption,new_caption2,FIGURE,CR_P_RELIABLE,CR_Q_RELIABLE,ZERO
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Demographic Characteristics,ind,Total,Total,13,"12.1,13.9","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who smoked at least 100 cigarettes in their lifetime and now smoke every day or some days.,17,,1,1
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Male,15.2,"13.8,16.7","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who smoked at least 100 cigarettes in their lifetime and now smoke every day or some days.,17,,1,1
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Female,10.9,"10.0,11.9","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who smoked at least 100 cigarettes in their lifetime and now smoke every day or some days.,17,,1,1
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,18-34,12,"10.2,13.9","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who smoked at least 100 cigarettes in their lifetime and now smoke every day or some days.,17,,1,1
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,35-49,15.9,"14.1,17.7","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who smoked at least 100 cigarettes in their lifetime and now smoke every day or some days.,17,,1,1
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,50-64,14.4,"12.9,16.0","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who smoked at least 100 cigarettes in their lifetime and now smoke every day or some days.,17,,1,1
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,65 and over,9.6,"8.5 ,10.9","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who smoked at least 100 cigarettes in their lifetime and now smoke every day or some days.,17,,1,1
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,Hispanic,7.1,"5.7 ,8.8","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who smoked at least 100 cigarettes in their lifetime and now smoke every day or some days.,17,,1,1
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Black, non-Hispanic",13.8,"12.7,15.0","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who smoked at least 100 cigarettes in their lifetime and now smoke every day or some days.,17,,1,1
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"White, non-Hispanic",15.6,"13.1,18.3","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who smoked at least 100 cigarettes in their lifetime and now smoke every day or some days.,17,,1,1
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Other, non-Hispanic",14.8,"12.2,17.8","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who smoked at least 100 cigarettes in their lifetime and now smoke every day or some days.,17,,1,1
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,High school diploma or lower,20.2,"18.3,22.3","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who smoked at least 100 cigarettes in their lifetime and now smoke every day or some days.,17,,1,1
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,Some college,13.8,"12.4,15.4","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who smoked at least 100 cigarettes in their lifetime and now smoke every day or some days.,17,,1,1
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,College degree or higher,5.3,"4.6 ,6.0","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who smoked at least 100 cigarettes in their lifetime and now smoke every day or some days.,17,,1,1
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Large MSA,10.5,"9.5 ,11.7","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who smoked at least 100 cigarettes in their lifetime and now smoke every day or some days.,17,,1,1
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Small MSA,14.1,"12.6,15.8","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who smoked at least 100 cigarettes in their lifetime and now smoke every day or some days.,17,,1,1
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Not in MSA,20.2,"17.9,22.8","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who smoked at least 100 cigarettes in their lifetime and now smoke every day or some days.,17,,1,1
Health behaviors,e_cig,Current electronic cigarette use,Number or Percentage,ind,(none),Total,Demographic Characteristics,ind,Total,Total,3.6,"3.2 ,4.1","Percentage of current electronic cigarette use for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who used an electronic cigarette or other electronic vaping product and now use them every day or some days.,18,,1,1
Health behaviors,e_cig,Current electronic cigarette use,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Male,4.5,"3.8 ,5.3","Percentage of current electronic cigarette use for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who used an electronic cigarette or other electronic vaping product and now use them every day or some days.,18,,1,1
Health behaviors,e_cig,Current electronic cigarette use,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Female,2.8,"2.3 ,3.3","Percentage of current electronic cigarette use for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who used an electronic cigarette or other electronic vaping product and now use them every day or some days.,18,,1,1
Health behaviors,e_cig,Current electronic cigarette use,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,18-34,7.1,"5.9 ,8.4","Percentage of current electronic cigarette use for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who used an electronic cigarette or other electronic vaping product and now use them every day or some days.,18,,1,1
Health behaviors,e_cig,Current electronic cigarette use,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,35-49,3.7,"3.0 ,4.6","Percentage of current electronic cigarette use for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who used an electronic cigarette or other electronic vaping product and now use them every day or some days.,18,,1,1
Health behaviors,e_cig,Current electronic cigarette use,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,50-64,1.9,"1.4 ,2.5","Percentage of current electronic cigarette use for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who used an electronic cigarette or other electronic vaping product and now use them every day or some days.,18,,1,1
Health behaviors,e_cig,Current electronic cigarette use,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,65 and over,0.8,"0.5 ,1.2","Percentage of current electronic cigarette use for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who used an electronic cigarette or other electronic vaping product and now use them every day or some days.,18,,1,1
Health behaviors,e_cig,Current electronic cigarette use,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,Hispanic,2.9,"1.9 ,4.0","Percentage of current electronic cigarette use for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who used an electronic cigarette or other electronic vaping product and now use them every day or some days.,18,,1,1
Health behaviors,e_cig,Current electronic cigarette use,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Black, non-Hispanic",4.2,"3.6 ,4.8","Percentage of current electronic cigarette use for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who used an electronic cigarette or other electronic vaping product and now use them every day or some days.,18,,1,1
Health behaviors,e_cig,Current electronic cigarette use,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"White, non-Hispanic",1.4,"0.6 ,2.6","Percentage of current electronic cigarette use for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who used an electronic cigarette or other electronic vaping product and now use them every day or some days.,18,,1,1
Health behaviors,e_cig,Current electronic cigarette use,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Other, non-Hispanic",4.1,"2.2 ,6.8","Percentage of current electronic cigarette use for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who used an electronic cigarette or other electronic vaping product and now use them every day or some days.,18,,1,1
Health behaviors,e_cig,Current electronic cigarette use,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,High school diploma or lower,3.1,"2.5 ,3.8","Percentage of current electronic cigarette use for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who used an electronic cigarette or other electronic vaping product and now use them every day or some days.,18,,1,1
Health behaviors,e_cig,Current electronic cigarette use,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,Some college,3.8,"3.1 ,4.7","Percentage of current electronic cigarette use for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who used an electronic cigarette or other electronic vaping product and now use them every day or some days.,18,,1,1
Health behaviors,e_cig,Current electronic cigarette use,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,College degree or higher,2,"1.6 ,2.5","Percentage of current electronic cigarette use for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who used an electronic cigarette or other electronic vaping product and now use them every day or some days.,18,,1,1
Health behaviors,e_cig,Current electronic cigarette use,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Large MSA,3.4,"2.8 ,4.1","Percentage of current electronic cigarette use for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who used an electronic cigarette or other electronic vaping product and now use them every day or some days.,18,,1,1
Health behaviors,e_cig,Current electronic cigarette use,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Small MSA,4.1,"3.3 ,4.9","Percentage of current electronic cigarette use for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who used an electronic cigarette or other electronic vaping product and now use them every day or some days.,18,,1,1
Health behaviors,e_cig,Current electronic cigarette use,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Not in MSA,3.6,"2.7 ,4.8","Percentage of current electronic cigarette use for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who used an electronic cigarette or other electronic vaping product and now use them every day or some days.,18,,1,1
Health status,Wrk_dys_miss,"Six or more workdays missed due to illness, injury, or disability",Number or Percentage,ind,(none),Total,Demographic Characteristics,ind,Total,Total,11.6,"10.8,12.4","Percentage of six or more workdays missed due to health in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Number of work days missed due to illness, injury, or disability was asked of adults who a) worked for pay in the week prior to the interview, b) had a job or business in the week prior to the interview, but were temporarily absent, c) had seasonal or contract work for at least a few days in the past 12 months, or d) worked at a job or business but not for pay for at least a few days in the past 12 months.",2,,1,1
Health status,Wrk_dys_miss,"Six or more workdays missed due to illness, injury, or disability",Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Male,10.1,"9.1 ,11.3","Percentage of six or more workdays missed due to health in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Number of work days missed due to illness, injury, or disability was asked of adults who a) worked for pay in the week prior to the interview, b) had a job or business in the week prior to the interview, but were temporarily absent, c) had seasonal or contract work for at least a few days in the past 12 months, or d) worked at a job or business but not for pay for at least a few days in the past 12 months.",2,,1,1
Health status,Wrk_dys_miss,"Six or more workdays missed due to illness, injury, or disability",Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Female,13.1,"12.0,14.4","Percentage of six or more workdays missed due to health in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Number of work days missed due to illness, injury, or disability was asked of adults who a) worked for pay in the week prior to the interview, b) had a job or business in the week prior to the interview, but were temporarily absent, c) had seasonal or contract work for at least a few days in the past 12 months, or d) worked at a job or business but not for pay for at least a few days in the past 12 months.",2,,1,1
Health status,Wrk_dys_miss,"Six or more workdays missed due to illness, injury, or disability",Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,18-34,10.9,"9.5 ,12.4","Percentage of six or more workdays missed due to health in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Number of work days missed due to illness, injury, or disability was asked of adults who a) worked for pay in the week prior to the interview, b) had a job or business in the week prior to the interview, but were temporarily absent, c) had seasonal or contract work for at least a few days in the past 12 months, or d) worked at a job or business but not for pay for at least a few days in the past 12 months.",2,,1,1
Health status,Wrk_dys_miss,"Six or more workdays missed due to illness, injury, or disability",Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,35-49,12.1,"10.7,13.5","Percentage of six or more workdays missed due to health in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Number of work days missed due to illness, injury, or disability was asked of adults who a) worked for pay in the week prior to the interview, b) had a job or business in the week prior to the interview, but were temporarily absent, c) had seasonal or contract work for at least a few days in the past 12 months, or d) worked at a job or business but not for pay for at least a few days in the past 12 months.",2,,1,1
Health status,Wrk_dys_miss,"Six or more workdays missed due to illness, injury, or disability",Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,50-64,12.7,"11.5,14.1","Percentage of six or more workdays missed due to health in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Number of work days missed due to illness, injury, or disability was asked of adults who a) worked for pay in the week prior to the interview, b) had a job or business in the week prior to the interview, but were temporarily absent, c) had seasonal or contract work for at least a few days in the past 12 months, or d) worked at a job or business but not for pay for at least a few days in the past 12 months.",2,,1,1
Health status,Wrk_dys_miss,"Six or more workdays missed due to illness, injury, or disability",Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,65 and over,8.9,"6.9 ,11.2","Percentage of six or more workdays missed due to health in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Number of work days missed due to illness, injury, or disability was asked of adults who a) worked for pay in the week prior to the interview, b) had a job or business in the week prior to the interview, but were temporarily absent, c) had seasonal or contract work for at least a few days in the past 12 months, or d) worked at a job or business but not for pay for at least a few days in the past 12 months.",2,,1,1
Health status,Wrk_dys_miss,"Six or more workdays missed due to illness, injury, or disability",Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,Hispanic,11.4,"9.2 ,13.9","Percentage of six or more workdays missed due to health in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Number of work days missed due to illness, injury, or disability was asked of adults who a) worked for pay in the week prior to the interview, b) had a job or business in the week prior to the interview, but were temporarily absent, c) had seasonal or contract work for at least a few days in the past 12 months, or d) worked at a job or business but not for pay for at least a few days in the past 12 months.",2,,1,1
Health status,Wrk_dys_miss,"Six or more workdays missed due to illness, injury, or disability",Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Black, non-Hispanic",11.4,"10.6,12.3","Percentage of six or more workdays missed due to health in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Number of work days missed due to illness, injury, or disability was asked of adults who a) worked for pay in the week prior to the interview, b) had a job or business in the week prior to the interview, but were temporarily absent, c) had seasonal or contract work for at least a few days in the past 12 months, or d) worked at a job or business but not for pay for at least a few days in the past 12 months.",2,,1,1
Health status,Wrk_dys_miss,"Six or more workdays missed due to illness, injury, or disability",Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"White, non-Hispanic",15.5,"12.5,18.9","Percentage of six or more workdays missed due to health in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Number of work days missed due to illness, injury, or disability was asked of adults who a) worked for pay in the week prior to the interview, b) had a job or business in the week prior to the interview, but were temporarily absent, c) had seasonal or contract work for at least a few days in the past 12 months, or d) worked at a job or business but not for pay for at least a few days in the past 12 months.",2,,1,1
Health status,Wrk_dys_miss,"Six or more workdays missed due to illness, injury, or disability",Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Other, non-Hispanic",7.7,"5.9 ,9.9","Percentage of six or more workdays missed due to health in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Number of work days missed due to illness, injury, or disability was asked of adults who a) worked for pay in the week prior to the interview, b) had a job or business in the week prior to the interview, but were temporarily absent, c) had seasonal or contract work for at least a few days in the past 12 months, or d) worked at a job or business but not for pay for at least a few days in the past 12 months.",2,,1,1
Health status,Wrk_dys_miss,"Six or more workdays missed due to illness, injury, or disability",Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,High school diploma or lower,12.5,"10.6,14.5","Percentage of six or more workdays missed due to health in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Number of work days missed due to illness, injury, or disability was asked of adults who a) worked for pay in the week prior to the interview, b) had a job or business in the week prior to the interview, but were temporarily absent, c) had seasonal or contract work for at least a few days in the past 12 months, or d) worked at a job or business but not for pay for at least a few days in the past 12 months.",2,,1,1
Health status,Wrk_dys_miss,"Six or more workdays missed due to illness, injury, or disability",Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,Some college,13.5,"12.1,15.0","Percentage of six or more workdays missed due to health in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Number of work days missed due to illness, injury, or disability was asked of adults who a) worked for pay in the week prior to the interview, b) had a job or business in the week prior to the interview, but were temporarily absent, c) had seasonal or contract work for at least a few days in the past 12 months, or d) worked at a job or business but not for pay for at least a few days in the past 12 months.",2,,1,1
Health status,Wrk_dys_miss,"Six or more workdays missed due to illness, injury, or disability",Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,College degree or higher,10.3,"9.2 ,11.5","Percentage of six or more workdays missed due to health in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Number of work days missed due to illness, injury, or disability was asked of adults who a) worked for pay in the week prior to the interview, b) had a job or business in the week prior to the interview, but were temporarily absent, c) had seasonal or contract work for at least a few days in the past 12 months, or d) worked at a job or business but not for pay for at least a few days in the past 12 months.",2,,1,1
Health status,Wrk_dys_miss,"Six or more workdays missed due to illness, injury, or disability",Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Large MSA,11,"10.1,11.9","Percentage of six or more workdays missed due to health in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Number of work days missed due to illness, injury, or disability was asked of adults who a) worked for pay in the week prior to the interview, b) had a job or business in the week prior to the interview, but were temporarily absent, c) had seasonal or contract work for at least a few days in the past 12 months, or d) worked at a job or business but not for pay for at least a few days in the past 12 months.",2,,1,1
Health status,Wrk_dys_miss,"Six or more workdays missed due to illness, injury, or disability",Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Small MSA,12.3,"11.0,13.7","Percentage of six or more workdays missed due to health in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Number of work days missed due to illness, injury, or disability was asked of adults who a) worked for pay in the week prior to the interview, b) had a job or business in the week prior to the interview, but were temporarily absent, c) had seasonal or contract work for at least a few days in the past 12 months, or d) worked at a job or business but not for pay for at least a few days in the past 12 months.",2,,1,1
Health status,Wrk_dys_miss,"Six or more workdays missed due to illness, injury, or disability",Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Not in MSA,12.5,"9.7 ,15.8","Percentage of six or more workdays missed due to health in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Number of work days missed due to illness, injury, or disability was asked of adults who a) worked for pay in the week prior to the interview, b) had a job or business in the week prior to the interview, but were temporarily absent, c) had seasonal or contract work for at least a few days in the past 12 months, or d) worked at a job or business but not for pay for at least a few days in the past 12 months.",2,,1,1
Health status,Asthma,Asthma episode,Number or Percentage,ind,(none),Total,Demographic Characteristics,ind,Total,Total,3.5,"3.1 ,3.9","Percentage of asthma episode in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had ever been told by a doctor or other health professional that they had asthma. Adults who had been told they had asthma were asked if they had an episode of asthma or an asthma attack during the past 12 months.,3,,1,1
Health status,Asthma,Asthma episode,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Male,2.3,"1.9 ,2.8","Percentage of asthma episode in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had ever been told by a doctor or other health professional that they had asthma. Adults who had been told they had asthma were asked if they had an episode of asthma or an asthma attack during the past 12 months.,3,,1,1
Health status,Asthma,Asthma episode,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Female,4.6,"4.0 ,5.2","Percentage of asthma episode in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had ever been told by a doctor or other health professional that they had asthma. Adults who had been told they had asthma were asked if they had an episode of asthma or an asthma attack during the past 12 months.,3,,1,1
Health status,Asthma,Asthma episode,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,18-34,3.3,"2.6 ,4.2","Percentage of asthma episode in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had ever been told by a doctor or other health professional that they had asthma. Adults who had been told they had asthma were asked if they had an episode of asthma or an asthma attack during the past 12 months.,3,,1,1
Health status,Asthma,Asthma episode,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,35-49,3.9,"3.2 ,4.8","Percentage of asthma episode in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had ever been told by a doctor or other health professional that they had asthma. Adults who had been told they had asthma were asked if they had an episode of asthma or an asthma attack during the past 12 months.,3,,1,1
Health status,Asthma,Asthma episode,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,50-64,3.9,"3.2 ,4.8","Percentage of asthma episode in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had ever been told by a doctor or other health professional that they had asthma. Adults who had been told they had asthma were asked if they had an episode of asthma or an asthma attack during the past 12 months.,3,,1,1
Health status,Asthma,Asthma episode,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,65 and over,2.8,"2.3 ,3.4","Percentage of asthma episode in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had ever been told by a doctor or other health professional that they had asthma. Adults who had been told they had asthma were asked if they had an episode of asthma or an asthma attack during the past 12 months.,3,,1,1
Health status,Asthma,Asthma episode,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,Hispanic,3.2,"2.3 ,4.4","Percentage of asthma episode in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had ever been told by a doctor or other health professional that they had asthma. Adults who had been told they had asthma were asked if they had an episode of asthma or an asthma attack during the past 12 months.,3,,1,1
Health status,Asthma,Asthma episode,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Black, non-Hispanic",3.5,"3.1 ,4.0","Percentage of asthma episode in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had ever been told by a doctor or other health professional that they had asthma. Adults who had been told they had asthma were asked if they had an episode of asthma or an asthma attack during the past 12 months.,3,,1,1
Health status,Asthma,Asthma episode,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"White, non-Hispanic",3.8,"2.8 ,5.1","Percentage of asthma episode in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had ever been told by a doctor or other health professional that they had asthma. Adults who had been told they had asthma were asked if they had an episode of asthma or an asthma attack during the past 12 months.,3,,1,1
Health status,Asthma,Asthma episode,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Other, non-Hispanic",3.3,"2.0 ,5.1","Percentage of asthma episode in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had ever been told by a doctor or other health professional that they had asthma. Adults who had been told they had asthma were asked if they had an episode of asthma or an asthma attack during the past 12 months.,3,,1,1
Health status,Asthma,Asthma episode,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,High school diploma or lower,3.5,"2.8 ,4.3","Percentage of asthma episode in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had ever been told by a doctor or other health professional that they had asthma. Adults who had been told they had asthma were asked if they had an episode of asthma or an asthma attack during the past 12 months.,3,,1,1
Health status,Asthma,Asthma episode,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,Some college,4.1,"3.3 ,5.1","Percentage of asthma episode in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had ever been told by a doctor or other health professional that they had asthma. Adults who had been told they had asthma were asked if they had an episode of asthma or an asthma attack during the past 12 months.,3,,1,1
Health status,Asthma,Asthma episode,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,College degree or higher,2.8,"2.4 ,3.3","Percentage of asthma episode in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had ever been told by a doctor or other health professional that they had asthma. Adults who had been told they had asthma were asked if they had an episode of asthma or an asthma attack during the past 12 months.,3,,1,1
Health status,Asthma,Asthma episode,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Large MSA,3.4,"3.0 ,4.0","Percentage of asthma episode in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had ever been told by a doctor or other health professional that they had asthma. Adults who had been told they had asthma were asked if they had an episode of asthma or an asthma attack during the past 12 months.,3,,1,1
Health status,Asthma,Asthma episode,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Small MSA,3.4,"2.8 ,4.1","Percentage of asthma episode in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had ever been told by a doctor or other health professional that they had asthma. Adults who had been told they had asthma were asked if they had an episode of asthma or an asthma attack during the past 12 months.,3,,1,1
Health status,Asthma,Asthma episode,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Not in MSA,3.9,"2.9 ,5.0","Percentage of asthma episode in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had ever been told by a doctor or other health professional that they had asthma. Adults who had been told they had asthma were asked if they had an episode of asthma or an asthma attack during the past 12 months.,3,,1,1
Health status,Hypertension,Diagnosed hypertension,Number or Percentage,ind,(none),Total,Demographic Characteristics,ind,Total,Total,26.2,"25.3,27.1","Percentage of diagnosed hypertension in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who had hypertension or high blood pressure in the past 12 months or were taking any medication prescribed by a doctor for high blood pressure.,4,,1,1
Health status,Hypertension,Diagnosed hypertension,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Male,26.7,"25.4,27.9","Percentage of diagnosed hypertension in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Estimates include adults who had hypertension or high blood pressure in the past 12 months or were taking any medication prescribed by a doctor for high blood pressure.,4,,1,1
